Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Review Rating Missing Flag,purchase_frequency_annual,purchase_count,repeat_purchase_ratio,estimated_total_spend,avg_order_value_proxy,promo_used_flag,organic_customer_flag,discount_dependency_score,low_promo_dependency_flag,satisfaction_flag,rating_segment,subscription_flag,engagement_score,purchase_count_percentile,frequency_percentile,behavioral_loyalty_score,behavioral_loyalty_flag,spend_percentile,aov_percentile,rating_percentile,value_quality_loyalty_score,value_quality_loyalty_flag,loyalty_classification,age_group,spending_tier,loyalty_tier,customer_archetype,ideal_candidate_flag,dashboard_segment,purchase_history_band,promo_dependency_band,retention_proxy_score
58,21,Male,Coat,Outerwear,64,West Virginia,M,White,Summer,4.4,Yes,Store Pickup,Yes,Yes,17,Debit Card,Fortnightly,0,26,18,0.9444444444444444,1152,64,1,0,100,0,1,Excellent,1,100.0,0.3289743589743589,0.7223076923076923,58.97350427350428,0,0.44,0.5507692307692308,0.7667948717948718,46.70512820512821,0,Not Loyal by Either Definition,18-25,Medium,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,53.21
59,69,Male,Hoodie,Clothing,54,Missouri,M,Charcoal,Summer,4.2,Yes,Free Shipping,Yes,Yes,29,Venmo,Monthly,0,12,30,0.9666666666666668,1620,54,1,0,100,0,1,Excellent,1,100.0,0.573076923076923,0.5117948717948718,63.03461538461539,0,0.5955128205128205,0.432948717948718,0.6871794871794872,48.38782051282051,0,Not Loyal by Either Definition,60+,High,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,55.46
60,63,Male,Belt,Accessories,79,Louisiana,L,Yellow,Spring,4.6,Yes,Standard,Yes,Yes,4,Debit Card,Weekly,0,52,5,0.8,395,79,1,0,100,0,1,Excellent,1,100.0,0.0748717948717948,0.931025641025641,51.9551282051282,0,0.1341025641025641,0.7312820512820513,0.8444871794871794,40.53589743589743,0,Not Loyal by Either Definition,60+,Low,Silver,Discount Hunter,0,Discount Hunter,New / Trial,Promo Used,48.51
61,50,Male,Sweater,Clothing,37,Idaho,L,Brown,Summer,4.0,Yes,Express,Yes,Yes,17,Cash,Weekly,0,52,18,0.9444444444444444,666,37,1,0,100,0,1,Good,1,100.0,0.3289743589743589,0.931025641025641,66.27863247863247,0,0.2508974358974359,0.2296153846153846,0.6043589743589743,27.863461538461543,0,Not Loyal by Either Definition,46-60,Medium,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,51.79
62,55,Male,Scarf,Accessories,68,Texas,M,Orange,Winter,4.7,Yes,Store Pickup,Yes,Yes,21,Credit Card,Every 3 Months,0,4,22,0.9545454545454546,1496,68,1,0,100,0,1,Excellent,1,100.0,0.4126923076923077,0.2938461538461538,47.94667832167832,0,0.5575641025641026,0.6015384615384616,0.8852564102564102,55.04615384615386,0,Not Loyal by Either Definition,46-60,High,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,50.34
63,30,Male,Sneakers,Footwear,21,Mississippi,S,Magenta,Spring,3.8,Yes,Free Shipping,Yes,Yes,31,Credit Card,Fortnightly,0,26,32,0.96875,672,21,1,0,100,0,0,Good,1,60.0,0.6153846153846154,0.7223076923076923,72.34807692307692,0,0.2534615384615384,0.0193589743589743,0.5167948717948718,20.958333333333336,0,Not Loyal by Either Definition,26-35,Medium,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,37.8
64,33,Male,Sunglasses,Accessories,79,Arizona,L,Lavender,Winter,2.7,Yes,2-Day Shipping,Yes,Yes,43,Credit Card,Weekly,0,52,44,0.9772727272727272,3476,79,1,0,100,0,0,Average,1,60.0,0.8514102564102564,0.931025641025641,90.44481351981352,1,0.92,0.7312820512820513,0.0773076923076923,56.62820512820512,0,Behaviorally Loyal Only,26-35,Premium,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,54.86
65,65,Male,Boots,Footwear,83,Alabama,S,Green,Fall,4.8,Yes,Standard,Yes,Yes,18,Debit Card,Fortnightly,0,26,19,0.9473684210526316,1577,83,1,0,100,0,1,Excellent,1,100.0,0.3483333333333333,0.7223076923076923,59.90313765182186,0,0.5806410256410256,0.7826923076923077,0.9226923076923076,61.24679487179488,0,Not Loyal by Either Definition,60+,High,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,57.27
66,65,Male,Backpack,Accessories,36,New Jersey,M,Purple,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,44,Venmo,Every 3 Months,0,4,45,0.9777777777777776,1620,36,1,0,100,0,1,Excellent,1,100.0,0.8688461538461538,0.2938461538461538,68.93824786324787,0,0.5955128205128205,0.215,0.9226923076923076,47.649358974358975,0,Not Loyal by Either Definition,60+,High,Gold,Discount Hunter,0,Discount Hunter,Established,Promo Used,57.93
67,31,Male,Blouse,Clothing,94,Pennsylvania,S,Magenta,Winter,4.7,Yes,2-Day Shipping,Yes,Yes,3,Venmo,Every 3 Months,0,4,4,0.75,376,94,1,0,100,0,1,Excellent,1,100.0,0.0515384615384615,0.2938461538461538,27.60384615384616,0,0.1278205128205128,0.9155128205128203,0.8852564102564102,45.70576923076924,0,Not Loyal by Either Definition,26-35,Low,Bronze,Discount Hunter,0,Discount Hunter,New / Trial,Promo Used,38.85
68,45,Male,Coat,Outerwear,33,Connecticut,L,Gray,Winter,4.4,Yes,Store Pickup,Yes,Yes,49,Debit Card,Monthly,0,12,50,0.98,1650,33,1,0,100,0,1,Excellent,1,100.0,0.972948717948718,0.5117948717948718,81.29551282051281,1,0.6071794871794872,0.1775641025641025,0.7667948717948718,44.06217948717949,0,Behaviorally Loyal Only,36-45,High,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,62.6
69,57,Male,Handbag,Accessories,46,Utah,L,Silver,Summer,3.9,Yes,Next Day Air,Yes,Yes,21,Cash,Every 3 Months,0,4,22,0.9545454545454546,1012,46,1,0,100,0,0,Good,1,60.0,0.4126923076923077,0.2938461538461538,47.94667832167832,0,0.3848717948717948,0.3392307692307692,0.5603846153846154,35.083333333333336,0,Not Loyal by Either Definition,46-60,Medium,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,30.35
70,48,Male,Belt,Accessories,70,Tennessee,S,Cyan,Summer,4.4,Yes,Express,Yes,Yes,5,Cash,Weekly,0,52,6,0.8333333333333334,420,70,1,0,100,0,1,Excellent,1,100.0,0.0976923076923076,0.931025641025641,53.64871794871795,0,0.1457692307692307,0.6234615384615385,0.7667948717948718,36.75320512820514,0,Not Loyal by Either Definition,46-60,Low,Silver,Discount Hunter,0,Discount Hunter,New / Trial,Promo Used,48.33
71,22,Male,Belt,Accessories,29,Alabama,M,Magenta,Fall,4.2,Yes,Express,Yes,Yes,32,Debit Card,Every 3 Months,0,4,33,0.9696969696969696,957,29,1,0,100,0,1,Excellent,1,100.0,0.6382051282051282,0.2938461538461538,58.39778554778555,0,0.3607692307692308,0.1219230769230769,0.6871794871794872,31.222435897435897,0,Not Loyal by Either Definition,18-25,Medium,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,49.08
72,36,Male,Dress,Clothing,48,Virginia,L,Gold,Summer,2.9,Yes,Express,Yes,Yes,34,Bank Transfer,Annually,0,1,35,0.9714285714285714,1680,48,1,0,100,0,0,Average,1,60.0,0.6797435897435897,0.0734615384615384,52.58818681318681,0,0.6167948717948718,0.3606410256410256,0.1532051282051282,36.75192307692308,0,Not Loyal by Either Definition,36-45,High,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,32.85
73,18,Male,Dress,Clothing,26,Georgia,M,Olive,Winter,2.9,Yes,Store Pickup,Yes,Yes,21,Bank Transfer,Every 3 Months,0,4,22,0.9545454545454546,572,26,1,0,100,0,0,Average,1,60.0,0.4126923076923077,0.2938461538461538,47.94667832167832,0,0.2142307692307692,0.0848717948717948,0.1532051282051282,13.755128205128203,0,Not Loyal by Either Definition,Teen,Low,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,25.01
74,48,Male,Pants,Clothing,85,Hawaii,M,Teal,Spring,2.7,Yes,Free Shipping,Yes,Yes,43,Bank Transfer,Bi-Weekly,0,26,44,0.9772727272727272,3740,85,1,0,100,0,0,Average,1,60.0,0.8514102564102564,0.7223076923076923,83.13968531468531,1,0.9406410256410256,0.8070512820512821,0.0773076923076923,59.34807692307693,0,Behaviorally Loyal Only,46-60,Premium,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,52.25
75,49,Male,Gloves,Accessories,58,Indiana,L,Violet,Spring,4.5,Yes,Express,Yes,Yes,3,Cash,Monthly,0,12,4,0.75,232,58,1,0,100,0,1,Excellent,1,100.0,0.0515384615384615,0.5117948717948718,35.23205128205129,0,0.0662820512820512,0.4785897435897436,0.8048717948717948,30.71346153846154,0,Not Loyal by Either Definition,46-60,Low,Bronze,Discount Hunter,0,Discount Hunter,New / Trial,Promo Used,38.53
76,64,Male,Scarf,Accessories,85,Utah,M,Blue,Summer,2.7,Yes,Free Shipping,Yes,Yes,21,Credit Card,Annually,0,1,22,0.9545454545454546,1870,85,1,0,100,0,0,Average,1,60.0,0.4126923076923077,0.0734615384615384,40.23321678321678,0,0.6656410256410257,0.8070512820512821,0.0773076923076923,48.34807692307693,0,Not Loyal by Either Definition,60+,High,Bronze,Discount Hunter,0,Discount Hunter,Growing,Promo Used,30.19
77,50,Male,Hat,Accessories,43,Delaware,S,Teal,Summer,4.2,Yes,Free Shipping,Yes,Yes,32,Venmo,Monthly,0,12,33,0.9696969696969696,1419,43,1,0,100,0,1,Excellent,1,100.0,0.6382051282051282,0.5117948717948718,66.02599067599067,0,0.5330769230769231,0.3021794871794871,0.6871794871794872,42.621153846153845,0,Not Loyal by Either Definition,46-60,High,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,55.37
78,22,Male,Dress,Clothing,53,Delaware,L,Gold,Summer,3.3,Yes,Next Day Air,Yes,Yes,36,Debit Card,Fortnightly,0,26,37,0.972972972972973,1961,53,1,0,100,0,0,Good,1,60.0,0.7151282051282051,0.7223076923076923,76.92099792099792,0,0.6874358974358974,0.4217948717948718,0.3137179487179487,44.31666666666666,0,Not Loyal by Either Definition,18-25,High,Elite,Discount Hunter,0,Discount Hunter,Established,Promo Used,45.69
79,50,Male,Skirt,Clothing,91,Nebraska,M,Maroon,Spring,4.7,Yes,Free Shipping,Yes,Yes,50,Venmo,Fortnightly,0,26,51,0.9803921568627452,4641,91,1,0,100,0,1,Excellent,1,100.0,0.9902564102564102,0.7223076923076923,89.45015082956257,1,0.992948717948718,0.8794871794871795,0.8852564102564102,79.41025641025642,0,Behaviorally Loyal Only,46-60,Premium,Elite,Discount Loyalist,1,Discount Loyalist,Established,Promo Used,75.11
80,38,Male,Jacket,Outerwear,96,Iowa,M,Olive,Winter,2.6,Yes,2-Day Shipping,Yes,Yes,43,Bank Transfer,Every 3 Months,0,4,44,0.9772727272727272,4224,96,1,0,100,0,0,Average,1,60.0,0.8514102564102564,0.2938461538461538,68.14353146853148,0,0.9737179487179488,0.9433333333333334,0.0373076923076923,63.27820512820512,0,Not Loyal by Either Definition,36-45,Premium,Gold,Discount Hunter,0,Discount Hunter,Established,Promo Used,46.48
81,19,Male,Sandals,Footwear,72,New York,XL,Blue,Summer,3.8,Yes,Store Pickup,Yes,Yes,24,Credit Card,Every 3 Months,1,4,25,0.96,1800,72,1,0,100,0,0,Good,1,60.0,0.472051282051282,0.2938461538461538,50.72692307692308,0,0.6515384615384615,0.6485897435897436,0.5167948717948718,52.61217948717949,0,Not Loyal by Either Definition,18-25,High,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,35.98
82,67,Male,Shoes,Footwear,96,Virginia,L,Maroon,Summer,2.6,Yes,Express,Yes,Yes,36,Credit Card,Every 3 Months,0,4,37,0.972972972972973,3552,96,1,0,100,0,0,Average,1,60.0,0.7151282051282051,0.2938461538461538,61.92484407484408,0,0.926025641025641,0.9433333333333334,0.0373076923076923,61.37051282051282,0,Not Loyal by Either Definition,60+,Premium,Gold,Discount Hunter,0,Discount Hunter,Established,Promo Used,43.21
83,19,Male,Pants,Clothing,28,Georgia,S,Olive,Spring,4.0,Yes,2-Day Shipping,Yes,Yes,21,Credit Card,Every 3 Months,0,4,22,0.9545454545454546,616,28,1,0,100,0,1,Good,1,100.0,0.4126923076923077,0.2938461538461538,47.94667832167832,0,0.232051282051282,0.1082051282051282,0.6043589743589743,24.07435897435898,0,Not Loyal by Either Definition,18-25,Low,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,42.59
84,36,Male,Dress,Clothing,40,Texas,M,Turquoise,Summer,4.1,Yes,Standard,Yes,Yes,34,Bank Transfer,Weekly,0,52,35,0.9714285714285714,1400,40,1,0,100,0,1,Excellent,1,100.0,0.6797435897435897,0.931025641025641,82.6029304029304,0,0.5241025641025641,0.266025641025641,0.6465384615384615,40.54551282051282,0,Not Loyal by Either Definition,36-45,High,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,62.31
85,52,Male,Coat,Outerwear,32,Arizona,S,Peach,Spring,4.4,Yes,Standard,Yes,Yes,42,Bank Transfer,Every 3 Months,0,4,43,0.9767441860465116,1376,32,1,0,100,0,1,Excellent,1,100.0,0.8325641025641025,0.2938461538461538,67.28488372093024,0,0.5161538461538462,0.1626923076923077,0.7667948717948718,40.04935897435898,0,Not Loyal by Either Definition,46-60,High,Gold,Discount Hunter,0,Discount Hunter,Established,Promo Used,55.29
86,53,Male,Sunglasses,Accessories,95,New Mexico,M,Charcoal,Winter,4.5,Yes,Next Day Air,Yes,Yes,2,Debit Card,Bi-Weekly,0,26,3,0.6666666666666666,285,95,1,0,100,0,1,Excellent,1,100.0,0.0306410256410256,0.7223076923076923,39.99294871794872,0,0.0878205128205128,0.93,0.8048717948717948,42.86025641025641,0,Not Loyal by Either Definition,46-60,Low,Bronze,Discount Hunter,0,Discount Hunter,New / Trial,Promo Used,43.71
87,24,Male,Hoodie,Clothing,41,Nevada,L,Pink,Spring,3.7,Yes,2-Day Shipping,Yes,Yes,47,Cash,Bi-Weekly,0,26,48,0.9791666666666666,1968,41,1,0,100,0,0,Good,1,60.0,0.930897435897436,0.7223076923076923,86.75448717948717,1,0.6878205128205128,0.2787179487179487,0.4748717948717949,43.978205128205126,0,Behaviorally Loyal Only,18-25,High,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,50.03
88,52,Male,Shoes,Footwear,53,Ohio,M,Green,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,44,Debit Card,Fortnightly,0,26,45,0.9777777777777776,2385,53,1,0,100,0,0,Good,1,60.0,0.8688461538461538,0.7223076923076923,83.93440170940171,1,0.7685897435897436,0.4217948717948718,0.4748717948717949,50.78589743589744,0,Behaviorally Loyal Only,46-60,Premium,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,50.47
89,33,Male,T-shirt,Clothing,47,Wyoming,M,Orange,Fall,3.5,Yes,Free Shipping,Yes,Yes,35,Credit Card,Monthly,0,12,36,0.9722222222222222,1692,47,1,0,100,0,0,Good,1,60.0,0.6979487179487179,0.5117948717948718,68.76495726495726,0,0.6208974358974358,0.3496153846153846,0.3985897435897436,41.54807692307693,0,Not Loyal by Either Definition,26-35,High,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,41.33
90,47,Male,Jacket,Outerwear,83,California,XL,Pink,Fall,3.6,Yes,Next Day Air,Yes,Yes,15,Cash,Quarterly,0,4,16,0.9375,1328,83,1,0,100,0,0,Good,1,60.0,0.293076923076923,0.2938461538461538,42.22307692307693,0,0.4992307692307692,0.7826923076923077,0.4369230769230769,48.275,0,Not Loyal by Either Definition,46-60,Medium,Bronze,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,31.07
91,25,Male,Hat,Accessories,48,South Carolina,L,Violet,Summer,2.9,Yes,Express,Yes,Yes,29,Credit Card,Monthly,0,12,30,0.9666666666666668,1440,48,1,0,100,0,0,Average,1,60.0,0.573076923076923,0.5117948717948718,63.03461538461539,0,0.5420512820512821,0.3606410256410256,0.1532051282051282,33.76217948717949,0,Not Loyal by Either Definition,18-25,High,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,36.81
92,44,Male,Scarf,Accessories,99,South Carolina,S,Green,Winter,4.6,Yes,Standard,Yes,Yes,18,Credit Card,Every 3 Months,0,4,19,0.9473684210526316,1881,99,1,0,100,0,1,Excellent,1,100.0,0.3483333333333333,0.2938461538461538,44.90698380566802,0,0.6703846153846154,0.9842307692307692,0.8444871794871794,68.31089743589743,0,Not Loyal by Either Definition,36-45,High,Bronze,Discount Hunter,0,Discount Hunter,Growing,Promo Used,52.29
93,61,Male,Jacket,Outerwear,87,Texas,M,Olive,Winter,4.4,Yes,2-Day Shipping,Yes,Yes,13,Venmo,Every 3 Months,0,4,14,0.9285714285714286,1218,87,1,0,100,0,1,Excellent,1,100.0,0.2512820512820513,0.2938461538461538,40.16373626373627,0,0.4623076923076923,0.8276923076923077,0.7667948717948718,54.52051282051282,0,Not Loyal by Either Definition,60+,Medium,Bronze,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,46.7
94,37,Male,Sweater,Clothing,62,Florida,M,Purple,Fall,4.5,Yes,Standard,Yes,Yes,46,Credit Card,Weekly,0,52,47,0.9787234042553192,2914,62,1,0,100,0,1,Excellent,1,100.0,0.9093589743589744,0.931025641025641,93.08151936715768,1,0.8553846153846154,0.523974358974359,0.8048717948717948,63.412179487179486,0,Behaviorally Loyal Only,36-45,Premium,Elite,Discount Loyalist,1,Discount Loyalist,Established,Promo Used,72.74
95,58,Male,Skirt,Clothing,76,Nevada,S,Silver,Spring,4.6,Yes,Free Shipping,Yes,Yes,28,Credit Card,Weekly,0,52,29,0.9655172413793104,2204,76,1,0,100,0,1,Excellent,1,100.0,0.553974358974359,0.931025641025641,76.8250884173298,0,0.7355128205128205,0.6952564102564103,0.8444871794871794,63.69166666666667,0,Not Loyal by Either Definition,46-60,High,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,65.49
96,37,Male,Sneakers,Footwear,100,Missouri,L,Pink,Fall,3.8,Yes,Free Shipping,Yes,Yes,48,PayPal,Monthly,0,12,49,0.979591836734694,4900,100,1,0,100,0,0,Good,1,60.0,0.953974358974359,0.5117948717948718,80.43350340136055,1,0.9975641025641026,0.9955128205128204,0.5167948717948718,75.12628205128206,0,Behaviorally Loyal Only,36-45,Premium,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,54.98
97,32,Male,Gloves,Accessories,73,Delaware,S,Gold,Spring,3.8,Yes,Express,Yes,Yes,43,Venmo,Every 3 Months,1,4,44,0.9772727272727272,3212,73,1,0,100,0,0,Good,1,60.0,0.8514102564102564,0.2938461538461538,68.14353146853148,0,0.8923076923076924,0.661025641025641,0.5167948717948718,62.55384615384615,0,Not Loyal by Either Definition,26-35,Premium,Gold,Discount Hunter,0,Discount Hunter,Established,Promo Used,46.3
98,21,Male,Shoes,Footwear,92,Virginia,M,Teal,Winter,4.8,Yes,Store Pickup,Yes,Yes,37,Cash,Annually,0,1,38,0.9736842105263158,3496,92,1,0,100,0,1,Excellent,1,100.0,0.7342307692307692,0.0734615384615384,55.08522267206478,0,0.9230769230769232,0.8908974358974359,0.9226923076923076,77.64935897435898,0,Not Loyal by Either Definition,18-25,Premium,Silver,Discount Hunter,0,Discount Hunter,Established,Promo Used,59.2
99,20,Male,Jeans,Clothing,67,New York,XL,Teal,Spring,2.6,Yes,Next Day Air,Yes,Yes,20,Bank Transfer,Annually,0,1,21,0.9523809523809524,1407,67,1,0,100,0,0,Average,1,60.0,0.3897435897435897,0.0734615384615384,39.15723443223443,0,0.5279487179487179,0.5874358974358974,0.0373076923076923,36.55,0,Not Loyal by Either Definition,18-25,High,Bronze,Discount Hunter,0,Discount Hunter,Growing,Promo Used,26.76
100,26,Male,Hoodie,Clothing,40,Missouri,XL,Indigo,Summer,3.7,Yes,Express,Yes,Yes,33,Debit Card,Quarterly,0,4,34,0.9705882352941176,1360,40,1,0,100,0,0,Good,1,60.0,0.6591025641025641,0.2938461538461538,59.35599547511312,0,0.5102564102564102,0.266025641025641,0.4748717948717949,36.55833333333333,0,Not Loyal by Either Definition,26-35,High,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,35.85
101,62,Male,Sunglasses,Accessories,98,South Dakota,M,Maroon,Fall,2.7,Yes,Express,Yes,Yes,31,Cash,Fortnightly,0,26,32,0.96875,3136,98,1,0,100,0,0,Average,1,60.0,0.6153846153846154,0.7223076923076923,72.34807692307692,0,0.8826923076923077,0.970897435897436,0.0773076923076923,61.12628205128205,0,Not Loyal by Either Definition,60+,Premium,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,47.84
102,27,Male,Coat,Outerwear,85,North Dakota,XL,White,Spring,4.6,Yes,Express,Yes,Yes,50,Credit Card,Bi-Weekly,0,26,51,0.9803921568627452,4335,85,1,0,100,0,1,Excellent,1,100.0,0.9902564102564102,0.7223076923076923,89.45015082956257,1,0.9793589743589745,0.8070512820512821,0.8444871794871794,76.24038461538461,0,Behaviorally Loyal Only,26-35,Premium,Elite,Discount Loyalist,1,Discount Loyalist,Established,Promo Used,74.31
103,51,Male,Socks,Clothing,67,Oklahoma,L,Violet,Winter,4.8,Yes,Next Day Air,Yes,Yes,35,Credit Card,Quarterly,0,4,36,0.9722222222222222,2412,67,1,0,100,0,1,Excellent,1,100.0,0.6979487179487179,0.2938461538461538,61.136752136752136,0,0.7765384615384615,0.5874358974358974,0.9226923076923076,64.20128205128205,0,Not Loyal by Either Definition,46-60,Premium,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,58.56
104,54,Male,Boots,Footwear,89,West Virginia,L,Red,Winter,4.0,Yes,Next Day Air,Yes,Yes,22,Venmo,Bi-Weekly,0,26,23,0.9565217391304348,2047,89,1,0,100,0,1,Good,1,100.0,0.4333333333333333,0.7223076923076923,63.91120401337793,0,0.7038461538461539,0.8519230769230769,0.6043589743589743,61.53910256410256,0,Not Loyal by Either Definition,46-60,High,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,59.14
105,55,Male,Sunglasses,Accessories,24,New Hampshire,L,Pink,Spring,4.4,Yes,2-Day Shipping,Yes,Yes,1,PayPal,Monthly,0,12,2,0.5,48,24,1,0,100,0,1,Excellent,1,100.0,0.0107692307692307,0.5117948717948718,28.397435897435894,0,0.0012820512820512,0.0575641025641025,0.7667948717948718,16.826282051282053,0,Not Loyal by Either Definition,46-60,Low,Bronze,Discount Hunter,0,Discount Hunter,New / Trial,Promo Used,31.99
106,69,Male,Backpack,Accessories,96,New York,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Annually,0,1,5,0.8,480,96,1,0,100,0,0,Good,1,60.0,0.0748717948717948,0.0734615384615384,21.940384615384616,0,0.1717948717948718,0.9433333333333334,0.4369230769230769,39.19358974358975,0,Not Loyal by Either Definition,60+,Low,Bronze,Discount Hunter,0,Discount Hunter,New / Trial,Promo Used,19.67
107,64,Male,Jacket,Outerwear,35,Minnesota,L,White,Summer,3.7,Yes,Standard,Yes,Yes,31,Credit Card,Monthly,0,12,32,0.96875,1120,35,1,0,100,0,0,Good,1,60.0,0.6153846153846154,0.5117948717948718,64.98012820512821,0,0.4285897435897436,0.2011538461538461,0.4748717948717949,31.6698717948718,0,Not Loyal by Either Definition,60+,Medium,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,37.16
108,28,Male,Sneakers,Footwear,67,Maryland,L,Olive,Winter,3.1,Yes,Next Day Air,Yes,Yes,46,PayPal,Fortnightly,0,26,47,0.9787234042553192,3149,67,1,0,100,0,0,Good,1,60.0,0.9093589743589744,0.7223076923076923,85.77639116202947,1,0.884102564102564,0.5874358974358974,0.236025641025641,54.77051282051282,0,Behaviorally Loyal Only,26-35,Premium,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,52.29
109,70,Male,Socks,Clothing,79,Montana,L,Purple,Spring,3.4,Yes,Next Day Air,Yes,Yes,32,Bank Transfer,Bi-Weekly,0,26,33,0.9696969696969696,2607,79,1,0,100,0,0,Good,1,60.0,0.6382051282051282,0.7223076923076923,73.3939393939394,0,0.8106410256410257,0.7312820512820513,0.3557692307692308,57.82307692307692,0,Not Loyal by Either Definition,60+,Premium,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,47.48
